Drug A,Drug B,Cell Line,Amount of Literatures,Predicted Synergy Score
CYCLOPHOSPHAMIDE,TOPOTECAN,NCIH460,0,-6.91071
CYCLOPHOSPHAMIDE,TOPOTECAN,NCIH520,0,7.10931
CYCLOPHOSPHAMIDE,TOPOTECAN,OCUBM,0,-5.84959
CYCLOPHOSPHAMIDE,TOPOTECAN,OV90,0,3.046767
CYCLOPHOSPHAMIDE,TOPOTECAN,OVCAR3,0,-4.90451
CYCLOPHOSPHAMIDE,TOPOTECAN,PA1,0,-6.21475
CYCLOPHOSPHAMIDE,TOPOTECAN,RKO,0,7.230825
CYCLOPHOSPHAMIDE,TOPOTECAN,RPMI7951,0,-1.3415
CYCLOPHOSPHAMIDE,TOPOTECAN,SKMEL30,0,8.039771
CYCLOPHOSPHAMIDE,TOPOTECAN,SKMES1,0,0.955748
CYCLOPHOSPHAMIDE,TOPOTECAN,SKOV3,2,7.036475
CYCLOPHOSPHAMIDE,TOPOTECAN,SW620,0,4.395014
CYCLOPHOSPHAMIDE,TOPOTECAN,SW837,0,0.688896
CYCLOPHOSPHAMIDE,TOPOTECAN,T47D,0,6.15508
CYCLOPHOSPHAMIDE,TOPOTECAN,UACC62,0,-4.65398
CYCLOPHOSPHAMIDE,TOPOTECAN,UWB1289,0,0.190252
CYCLOPHOSPHAMIDE,TOPOTECAN,UWB1289BRCA1,0,3.387569
CYCLOPHOSPHAMIDE,TOPOTECAN,VCAP,0,12.64438
CYCLOPHOSPHAMIDE,TOPOTECAN,ZR751,0,12.85416
CYCLOPHOSPHAMIDE,VINBLASTINE,A2058,0,12.55551
CYCLOPHOSPHAMIDE,VINBLASTINE,A2780,0,-15.566
CYCLOPHOSPHAMIDE,VINBLASTINE,A375,0,0.015134
CYCLOPHOSPHAMIDE,VINBLASTINE,A427,0,-10.0021
CYCLOPHOSPHAMIDE,VINBLASTINE,CAOV3,0,-19.8694
CYCLOPHOSPHAMIDE,VINBLASTINE,COLO320DM,0,2.966724
CYCLOPHOSPHAMIDE,VINBLASTINE,DLD1,0,5.004416
CYCLOPHOSPHAMIDE,VINBLASTINE,EFM192B,0,2.410754
CYCLOPHOSPHAMIDE,VINBLASTINE,ES2,0,0.801158
CYCLOPHOSPHAMIDE,VINBLASTINE,HCT116,0,-4.07676
CYCLOPHOSPHAMIDE,VINBLASTINE,HT144,0,-2.1789
CYCLOPHOSPHAMIDE,VINBLASTINE,HT29,0,-9.5233
CYCLOPHOSPHAMIDE,VINBLASTINE,KPL1,0,17.4089
CYCLOPHOSPHAMIDE,VINBLASTINE,LNCAP,0,-55.1132
CYCLOPHOSPHAMIDE,VINBLASTINE,LOVO,1,-13.4929
CYCLOPHOSPHAMIDE,VINBLASTINE,MDAMB436,0,-9.19802
CYCLOPHOSPHAMIDE,VINBLASTINE,MSTO,0,-2.34467
CYCLOPHOSPHAMIDE,VINBLASTINE,NCIH1650,0,-12.9922
CYCLOPHOSPHAMIDE,VINBLASTINE,NCIH2122,0,4.455825
CYCLOPHOSPHAMIDE,VINBLASTINE,NCIH23,0,-3.32073
CYCLOPHOSPHAMIDE,VINBLASTINE,NCIH460,0,-1.94321
CYCLOPHOSPHAMIDE,VINBLASTINE,NCIH520,0,-2.38612
CYCLOPHOSPHAMIDE,VINBLASTINE,OCUBM,0,15.30333
CYCLOPHOSPHAMIDE,VINBLASTINE,OV90,0,-4.64886
CYCLOPHOSPHAMIDE,VINBLASTINE,OVCAR3,0,-23.1691
CYCLOPHOSPHAMIDE,VINBLASTINE,PA1,0,-12.1823
CYCLOPHOSPHAMIDE,VINBLASTINE,RKO,0,4.79064
CYCLOPHOSPHAMIDE,VINBLASTINE,RPMI7951,0,-11.5849
CYCLOPHOSPHAMIDE,VINBLASTINE,SKMEL30,0,4.018839
CYCLOPHOSPHAMIDE,VINBLASTINE,SKMES1,0,-1.83953
CYCLOPHOSPHAMIDE,VINBLASTINE,SKOV3,1,4.910497
CYCLOPHOSPHAMIDE,VINBLASTINE,SW620,0,3.526042
CYCLOPHOSPHAMIDE,VINBLASTINE,SW837,0,-7.36517
CYCLOPHOSPHAMIDE,VINBLASTINE,T47D,0,-12.6047
CYCLOPHOSPHAMIDE,VINBLASTINE,UACC62,0,-14.8753
CYCLOPHOSPHAMIDE,VINBLASTINE,UWB1289,0,-22.3157
CYCLOPHOSPHAMIDE,VINBLASTINE,UWB1289BRCA1,0,-6.89242
CYCLOPHOSPHAMIDE,VINBLASTINE,VCAP,0,7.957971
CYCLOPHOSPHAMIDE,VINBLASTINE,ZR751,0,-9.122
CYCLOPHOSPHAMIDE,VINORELBINE,A2058,0,-3.96801
CYCLOPHOSPHAMIDE,VINORELBINE,A2780,0,-13.8463
CYCLOPHOSPHAMIDE,VINORELBINE,A375,1,10.92127
CYCLOPHOSPHAMIDE,VINORELBINE,A427,0,-13.3712
CYCLOPHOSPHAMIDE,VINORELBINE,CAOV3,0,-27.1114
CYCLOPHOSPHAMIDE,VINORELBINE,COLO320DM,0,11.27529
CYCLOPHOSPHAMIDE,VINORELBINE,DLD1,0,7.798799
CYCLOPHOSPHAMIDE,VINORELBINE,EFM192B,0,-9.45641
CYCLOPHOSPHAMIDE,VINORELBINE,ES2,0,3.40463
CYCLOPHOSPHAMIDE,VINORELBINE,HCT116,0,-9.72178
CYCLOPHOSPHAMIDE,VINORELBINE,HT144,0,0.141126
CYCLOPHOSPHAMIDE,VINORELBINE,HT29,0,-12.9485
CYCLOPHOSPHAMIDE,VINORELBINE,KPL1,0,-10.0882
CYCLOPHOSPHAMIDE,VINORELBINE,LNCAP,0,-11.6824
CYCLOPHOSPHAMIDE,VINORELBINE,LOVO,0,-3.68826
CYCLOPHOSPHAMIDE,VINORELBINE,MDAMB436,0,-1.75855
CYCLOPHOSPHAMIDE,VINORELBINE,MSTO,0,4.148504
CYCLOPHOSPHAMIDE,VINORELBINE,NCIH1650,0,0.327508
CYCLOPHOSPHAMIDE,VINORELBINE,NCIH2122,0,-4.47042
CYCLOPHOSPHAMIDE,VINORELBINE,NCIH23,0,-9.56726
CYCLOPHOSPHAMIDE,VINORELBINE,NCIH460,0,6.418413
CYCLOPHOSPHAMIDE,VINORELBINE,NCIH520,0,1.513389
CYCLOPHOSPHAMIDE,VINORELBINE,OCUBM,0,-9.5179
CYCLOPHOSPHAMIDE,VINORELBINE,OV90,0,18.39021
CYCLOPHOSPHAMIDE,VINORELBINE,OVCAR3,0,-21.29
CYCLOPHOSPHAMIDE,VINORELBINE,PA1,0,-8.76136
CYCLOPHOSPHAMIDE,VINORELBINE,RKO,0,-5.63758
CYCLOPHOSPHAMIDE,VINORELBINE,RPMI7951,0,-8.49949
CYCLOPHOSPHAMIDE,VINORELBINE,SKMEL30,0,8.675674
CYCLOPHOSPHAMIDE,VINORELBINE,SKMES1,0,7.61471
CYCLOPHOSPHAMIDE,VINORELBINE,SKOV3,0,6.195157
CYCLOPHOSPHAMIDE,VINORELBINE,SW620,0,1.606168
CYCLOPHOSPHAMIDE,VINORELBINE,SW837,0,-1.4336
CYCLOPHOSPHAMIDE,VINORELBINE,T47D,0,-16.2149
CYCLOPHOSPHAMIDE,VINORELBINE,UACC62,0,-7.22575
CYCLOPHOSPHAMIDE,VINORELBINE,UWB1289,0,-0.82553
CYCLOPHOSPHAMIDE,VINORELBINE,UWB1289BRCA1,0,-3.31346
CYCLOPHOSPHAMIDE,VINORELBINE,VCAP,0,-6.18626
CYCLOPHOSPHAMIDE,VINORELBINE,ZR751,0,2.991028
DEXAMETHASONE,DOXORUBICIN,A2058,0,0.131911
DEXAMETHASONE,DOXORUBICIN,A2780,0,0.297428
DEXAMETHASONE,DOXORUBICIN,A375,1,-3.71938
DEXAMETHASONE,DOXORUBICIN,A427,0,2.438697
DEXAMETHASONE,DOXORUBICIN,CAOV3,0,13.58011
DEXAMETHASONE,DOXORUBICIN,COLO320DM,0,3.253613
DEXAMETHASONE,DOXORUBICIN,DLD1,0,1.528072
DEXAMETHASONE,DOXORUBICIN,EFM192B,0,-11.4111
DEXAMETHASONE,DOXORUBICIN,ES2,0,-5.99683
DEXAMETHASONE,DOXORUBICIN,HCT116,0,3.562599
DEXAMETHASONE,DOXORUBICIN,HT144,0,-2.88908
DEXAMETHASONE,DOXORUBICIN,HT29,0,4.695352
DEXAMETHASONE,DOXORUBICIN,KPL1,0,12.67713
DEXAMETHASONE,DOXORUBICIN,LNCAP,0,0.570483
DEXAMETHASONE,DOXORUBICIN,LOVO,2,5.330263
DEXAMETHASONE,DOXORUBICIN,MDAMB436,0,-0.73185
DEXAMETHASONE,DOXORUBICIN,MSTO,0,-12.1047
DEXAMETHASONE,DOXORUBICIN,NCIH1650,0,10.99068
DEXAMETHASONE,DOXORUBICIN,NCIH2122,0,-3.87411
DEXAMETHASONE,DOXORUBICIN,NCIH23,0,-1.25912
DEXAMETHASONE,DOXORUBICIN,NCIH460,0,6.615033
DEXAMETHASONE,DOXORUBICIN,NCIH520,0,-1.23519
DEXAMETHASONE,DOXORUBICIN,OCUBM,0,3.110024
DEXAMETHASONE,DOXORUBICIN,OV90,0,-10.0318
DEXAMETHASONE,DOXORUBICIN,OVCAR3,0,-3.32266
DEXAMETHASONE,DOXORUBICIN,PA1,1,0.505957
DEXAMETHASONE,DOXORUBICIN,RKO,0,6.166439
DEXAMETHASONE,DOXORUBICIN,RPMI7951,0,-11.0115
DEXAMETHASONE,DOXORUBICIN,SKMEL30,0,0.851689
DEXAMETHASONE,DOXORUBICIN,SKMES1,0,2.206944
DEXAMETHASONE,DOXORUBICIN,SKOV3,0,4.149406
DEXAMETHASONE,DOXORUBICIN,SW620,0,5.559866
DEXAMETHASONE,DOXORUBICIN,SW837,0,-4.68345
DEXAMETHASONE,DOXORUBICIN,T47D,0,4.444395
DEXAMETHASONE,DOXORUBICIN,UACC62,0,2.473485
DEXAMETHASONE,DOXORUBICIN,UWB1289,0,0.966892
DEXAMETHASONE,DOXORUBICIN,UWB1289BRCA1,0,1.805422
DEXAMETHASONE,DOXORUBICIN,VCAP,2,-2.84846
DEXAMETHASONE,DOXORUBICIN,ZR751,0,12.29179
DEXAMETHASONE,ETOPOSIDE,A2058,0,-10.2434
DEXAMETHASONE,ETOPOSIDE,A2780,0,4.208421
DEXAMETHASONE,ETOPOSIDE,A375,1,6.624042
DEXAMETHASONE,ETOPOSIDE,A427,0,-5.35598
DEXAMETHASONE,ETOPOSIDE,CAOV3,0,77.75503
DEXAMETHASONE,ETOPOSIDE,COLO320DM,0,10.71682
DEXAMETHASONE,ETOPOSIDE,DLD1,0,7.97501
DEXAMETHASONE,ETOPOSIDE,EFM192B,0,-18.6568
DEXAMETHASONE,ETOPOSIDE,ES2,0,-14.2241
DEXAMETHASONE,ETOPOSIDE,HCT116,0,3.0087
DEXAMETHASONE,ETOPOSIDE,HT144,0,-1.17233
DEXAMETHASONE,ETOPOSIDE,HT29,0,6.060376
DEXAMETHASONE,ETOPOSIDE,KPL1,0,31.9722
DEXAMETHASONE,ETOPOSIDE,LNCAP,1,12.97401
DEXAMETHASONE,ETOPOSIDE,LOVO,0,18.61612
DEXAMETHASONE,ETOPOSIDE,MDAMB436,0,8.924206
DEXAMETHASONE,ETOPOSIDE,MSTO,0,-19.4455
DEXAMETHASONE,ETOPOSIDE,NCIH1650,0,21.14438
DEXAMETHASONE,ETOPOSIDE,NCIH2122,0,18.52059
DEXAMETHASONE,ETOPOSIDE,NCIH23,0,-76.8969
DEXAMETHASONE,ETOPOSIDE,NCIH460,0,10.93738
DEXAMETHASONE,ETOPOSIDE,NCIH520,0,7.328773
DEXAMETHASONE,ETOPOSIDE,OCUBM,0,6.589516
DEXAMETHASONE,ETOPOSIDE,OV90,0,-2.54821
DEXAMETHASONE,ETOPOSIDE,OVCAR3,0,31.61407
DEXAMETHASONE,ETOPOSIDE,PA1,0,-2.7127
DEXAMETHASONE,ETOPOSIDE,RKO,0,9.408553
DEXAMETHASONE,ETOPOSIDE,RPMI7951,0,-27.3563
DEXAMETHASONE,ETOPOSIDE,SKMEL30,0,12.31893
DEXAMETHASONE,ETOPOSIDE,SKMES1,0,10.26491
DEXAMETHASONE,ETOPOSIDE,SKOV3,0,12.98424
DEXAMETHASONE,ETOPOSIDE,SW620,0,7.439876
DEXAMETHASONE,ETOPOSIDE,SW837,0,11.11124
DEXAMETHASONE,ETOPOSIDE,T47D,0,-20.331
DEXAMETHASONE,ETOPOSIDE,UACC62,0,6.554576
DEXAMETHASONE,ETOPOSIDE,UWB1289,0,3.741559
DEXAMETHASONE,ETOPOSIDE,UWB1289BRCA1,0,4.81071
DEXAMETHASONE,ETOPOSIDE,VCAP,1,-0.46686
DEXAMETHASONE,ETOPOSIDE,ZR751,0,24.91333
DEXAMETHASONE,GEMCITABINE,A2058,0,1.895528
DEXAMETHASONE,GEMCITABINE,A2780,0,-0.31407
DEXAMETHASONE,GEMCITABINE,A375,1,-3.98278
DEXAMETHASONE,GEMCITABINE,A427,0,1.41993
DEXAMETHASONE,GEMCITABINE,CAOV3,0,2.429484
DEXAMETHASONE,GEMCITABINE,COLO320DM,0,6.308739
DEXAMETHASONE,GEMCITABINE,DLD1,0,4.126622
DEXAMETHASONE,GEMCITABINE,EFM192B,0,0.494097
DEXAMETHASONE,GEMCITABINE,ES2,0,2.164496
DEXAMETHASONE,GEMCITABINE,HCT116,0,-4.91348
DEXAMETHASONE,GEMCITABINE,HT144,0,-0.2485
DEXAMETHASONE,GEMCITABINE,HT29,0,3.565748
DEXAMETHASONE,GEMCITABINE,KPL1,0,15.26354
DEXAMETHASONE,GEMCITABINE,LNCAP,0,2.767753
DEXAMETHASONE,GEMCITABINE,LOVO,0,0.621336
DEXAMETHASONE,GEMCITABINE,MDAMB436,0,8.536933
DEXAMETHASONE,GEMCITABINE,MSTO,0,-4.99673
DEXAMETHASONE,GEMCITABINE,NCIH1650,0,-1.25945
DEXAMETHASONE,GEMCITABINE,NCIH2122,0,4.495043
DEXAMETHASONE,GEMCITABINE,NCIH23,0,-5.08152
DEXAMETHASONE,GEMCITABINE,NCIH460,0,13.17254
DEXAMETHASONE,GEMCITABINE,NCIH520,0,3.721603
DEXAMETHASONE,GEMCITABINE,OCUBM,0,3.06043
DEXAMETHASONE,GEMCITABINE,OV90,0,-1.93231
DEXAMETHASONE,GEMCITABINE,OVCAR3,0,-5.65307
DEXAMETHASONE,GEMCITABINE,PA1,0,4.10865
DEXAMETHASONE,GEMCITABINE,RKO,0,-3.04517
DEXAMETHASONE,GEMCITABINE,RPMI7951,0,-4.7849
DEXAMETHASONE,GEMCITABINE,SKMEL30,0,6.172594
DEXAMETHASONE,GEMCITABINE,SKMES1,0,-14.275
DEXAMETHASONE,GEMCITABINE,SKOV3,1,2.663814
DEXAMETHASONE,GEMCITABINE,SW620,0,6.136963
DEXAMETHASONE,GEMCITABINE,SW837,0,0.003002
DEXAMETHASONE,GEMCITABINE,T47D,0,-7.78689
DEXAMETHASONE,GEMCITABINE,UACC62,0,10.63034
DEXAMETHASONE,GEMCITABINE,UWB1289,0,-2.68802
DEXAMETHASONE,GEMCITABINE,UWB1289BRCA1,0,6.894483
DEXAMETHASONE,GEMCITABINE,VCAP,0,-0.19612
DEXAMETHASONE,GEMCITABINE,ZR751,0,15.38595
DEXAMETHASONE,METFORMIN,A2058,0,-3.79494
DEXAMETHASONE,METFORMIN,A2780,0,-6.26587
DEXAMETHASONE,METFORMIN,A375,0,-2.49678
DEXAMETHASONE,METFORMIN,A427,0,-3.15393
DEXAMETHASONE,METFORMIN,CAOV3,0,0.665108
DEXAMETHASONE,METFORMIN,COLO320DM,0,3.526296
DEXAMETHASONE,METFORMIN,DLD1,0,1.669401
DEXAMETHASONE,METFORMIN,EFM192B,0,-16.2691
DEXAMETHASONE,METFORMIN,ES2,0,-11.8794
DEXAMETHASONE,METFORMIN,HCT116,0,-0.64446
DEXAMETHASONE,METFORMIN,HT144,0,-8.71103
DEXAMETHASONE,METFORMIN,HT29,0,-1.06013
DEXAMETHASONE,METFORMIN,KPL1,0,6.97368
DEXAMETHASONE,METFORMIN,LNCAP,0,-2.43303
DEXAMETHASONE,METFORMIN,LOVO,0,-4.37232
DEXAMETHASONE,METFORMIN,MDAMB436,0,-3.24857
DEXAMETHASONE,METFORMIN,MSTO,0,-0.46152
DEXAMETHASONE,METFORMIN,NCIH1650,0,3.626643
DEXAMETHASONE,METFORMIN,NCIH2122,0,-5.29581
DEXAMETHASONE,METFORMIN,NCIH23,0,2.101803
DEXAMETHASONE,METFORMIN,NCIH460,0,-4.37914
DEXAMETHASONE,METFORMIN,NCIH520,0,-0.1682
DEXAMETHASONE,METFORMIN,OCUBM,0,6.001562
DEXAMETHASONE,METFORMIN,OV90,0,-6.03089
DEXAMETHASONE,METFORMIN,OVCAR3,0,-2.11296
DEXAMETHASONE,METFORMIN,PA1,0,3.089479
DEXAMETHASONE,METFORMIN,RKO,0,2.104432
DEXAMETHASONE,METFORMIN,RPMI7951,0,-21.4756
DEXAMETHASONE,METFORMIN,SKMEL30,0,2.547731
DEXAMETHASONE,METFORMIN,SKMES1,0,-0.21071
DEXAMETHASONE,METFORMIN,SKOV3,0,5.066914
DEXAMETHASONE,METFORMIN,SW620,0,-0.55917
DEXAMETHASONE,METFORMIN,SW837,0,-6.70048
DEXAMETHASONE,METFORMIN,T47D,0,-5.06319
DEXAMETHASONE,METFORMIN,UACC62,0,-1.37747
DEXAMETHASONE,METFORMIN,UWB1289,0,-1.9077
DEXAMETHASONE,METFORMIN,UWB1289BRCA1,0,-2.85727
DEXAMETHASONE,METFORMIN,VCAP,0,-6.13896
DEXAMETHASONE,METFORMIN,ZR751,0,-2.83093
DEXAMETHASONE,METHOTREXATE,A2058,0,-2.50638
DEXAMETHASONE,METHOTREXATE,A2780,0,-5.07671
DEXAMETHASONE,METHOTREXATE,A375,1,4.327424
DEXAMETHASONE,METHOTREXATE,A427,0,11.14356
DEXAMETHASONE,METHOTREXATE,CAOV3,0,0.229706
DEXAMETHASONE,METHOTREXATE,COLO320DM,0,4.615381
DEXAMETHASONE,METHOTREXATE,DLD1,0,1.265343
DEXAMETHASONE,METHOTREXATE,EFM192B,0,-5.42901
DEXAMETHASONE,METHOTREXATE,ES2,0,0.367303
DEXAMETHASONE,METHOTREXATE,HCT116,0,-12.8175
DEXAMETHASONE,METHOTREXATE,HT144,0,-9.33556
DEXAMETHASONE,METHOTREXATE,HT29,0,-2.94163
DEXAMETHASONE,METHOTREXATE,KPL1,0,-6.32709
DEXAMETHASONE,METHOTREXATE,LNCAP,0,-2.20077
DEXAMETHASONE,METHOTREXATE,LOVO,0,-5.56741
DEXAMETHASONE,METHOTREXATE,MDAMB436,0,1.214019
DEXAMETHASONE,METHOTREXATE,MSTO,0,-12.2088
DEXAMETHASONE,METHOTREXATE,NCIH1650,0,-0.73867
DEXAMETHASONE,METHOTREXATE,NCIH2122,0,-8.94985
DEXAMETHASONE,METHOTREXATE,NCIH23,0,-10.4451
DEXAMETHASONE,METHOTREXATE,NCIH460,0,-6.42547
DEXAMETHASONE,METHOTREXATE,NCIH520,0,-5.84157
DEXAMETHASONE,METHOTREXATE,OCUBM,0,2.973412
DEXAMETHASONE,METHOTREXATE,OV90,0,0.316183
DEXAMETHASONE,METHOTREXATE,OVCAR3,0,-23.3642
DEXAMETHASONE,METHOTREXATE,PA1,0,-9.5238
DEXAMETHASONE,METHOTREXATE,RKO,0,-9.73499
DEXAMETHASONE,METHOTREXATE,RPMI7951,0,-5.64314
DEXAMETHASONE,METHOTREXATE,SKMEL30,0,0.412794
DEXAMETHASONE,METHOTREXATE,SKMES1,0,-5.25607
DEXAMETHASONE,METHOTREXATE,SKOV3,0,5.446514
DEXAMETHASONE,METHOTREXATE,SW620,0,1.551467
DEXAMETHASONE,METHOTREXATE,SW837,0,-0.50323
DEXAMETHASONE,METHOTREXATE,T47D,0,-20.5298
DEXAMETHASONE,METHOTREXATE,UACC62,0,-0.30669
DEXAMETHASONE,METHOTREXATE,UWB1289,0,-3.19775
DEXAMETHASONE,METHOTREXATE,UWB1289BRCA1,0,-4.70182
DEXAMETHASONE,METHOTREXATE,VCAP,0,-0.78644
DEXAMETHASONE,METHOTREXATE,ZR751,0,-14.2919
DEXAMETHASONE,MITOMYCIN,A2058,0,-7.53178
DEXAMETHASONE,MITOMYCIN,A2780,0,-5.51503
DEXAMETHASONE,MITOMYCIN,A375,0,0.774561
DEXAMETHASONE,MITOMYCIN,A427,0,-2.51679
DEXAMETHASONE,MITOMYCIN,CAOV3,0,3.157381
DEXAMETHASONE,MITOMYCIN,COLO320DM,0,6.19234
DEXAMETHASONE,MITOMYCIN,DLD1,0,-0.28865
DEXAMETHASONE,MITOMYCIN,EFM192B,0,-24.6724
DEXAMETHASONE,MITOMYCIN,ES2,0,-19.6271
DEXAMETHASONE,MITOMYCIN,HCT116,0,-8.63586
DEXAMETHASONE,MITOMYCIN,HT144,0,-11.3385
DEXAMETHASONE,MITOMYCIN,HT29,0,3.459839
DEXAMETHASONE,MITOMYCIN,KPL1,0,22.63895
DEXAMETHASONE,MITOMYCIN,LNCAP,0,-1.692
DEXAMETHASONE,MITOMYCIN,LOVO,0,6.868389
DEXAMETHASONE,MITOMYCIN,MDAMB436,0,-4.18906
DEXAMETHASONE,MITOMYCIN,MSTO,0,-11.1297
DEXAMETHASONE,MITOMYCIN,NCIH1650,0,3.495129
DEXAMETHASONE,MITOMYCIN,NCIH2122,0,-12.6278
DEXAMETHASONE,MITOMYCIN,NCIH23,0,-8.53171
DEXAMETHASONE,MITOMYCIN,NCIH460,0,-3.63969
DEXAMETHASONE,MITOMYCIN,NCIH520,0,0.942431
DEXAMETHASONE,MITOMYCIN,OCUBM,0,-2.25579
DEXAMETHASONE,MITOMYCIN,OV90,0,-21.3144
DEXAMETHASONE,MITOMYCIN,OVCAR3,0,11.37847
DEXAMETHASONE,MITOMYCIN,PA1,0,2.938448
DEXAMETHASONE,MITOMYCIN,RKO,0,-4.47128
DEXAMETHASONE,MITOMYCIN,RPMI7951,0,-29.1016
DEXAMETHASONE,MITOMYCIN,SKMEL30,0,-3.72276
DEXAMETHASONE,MITOMYCIN,SKMES1,0,-7.48833
DEXAMETHASONE,MITOMYCIN,SKOV3,0,7.415841
DEXAMETHASONE,MITOMYCIN,SW620,0,2.586406
DEXAMETHASONE,MITOMYCIN,SW837,0,-8.02274
DEXAMETHASONE,MITOMYCIN,T47D,0,-42.6894
DEXAMETHASONE,MITOMYCIN,UACC62,0,4.780324
DEXAMETHASONE,MITOMYCIN,UWB1289,0,-6.1618
DEXAMETHASONE,MITOMYCIN,UWB1289BRCA1,0,1.344832
DEXAMETHASONE,MITOMYCIN,VCAP,0,-11.2961
DEXAMETHASONE,MITOMYCIN,ZR751,0,14.8688
DEXAMETHASONE,OXALIPLATIN,A2058,0,-4.71946
DEXAMETHASONE,OXALIPLATIN,A2780,0,-11.7066
DEXAMETHASONE,OXALIPLATIN,A375,0,-7.47057
DEXAMETHASONE,OXALIPLATIN,A427,0,-3.15274
DEXAMETHASONE,OXALIPLATIN,CAOV3,0,0.173264
DEXAMETHASONE,OXALIPLATIN,COLO320DM,0,1.396021
DEXAMETHASONE,OXALIPLATIN,DLD1,0,-0.66778
DEXAMETHASONE,OXALIPLATIN,EFM192B,0,-15.063
DEXAMETHASONE,OXALIPLATIN,ES2,0,-18.2656
DEXAMETHASONE,OXALIPLATIN,HCT116,0,-3.36096
DEXAMETHASONE,OXALIPLATIN,HT144,0,-17.9729
DEXAMETHASONE,OXALIPLATIN,HT29,0,-0.86237
DEXAMETHASONE,OXALIPLATIN,KPL1,0,11.23913
DEXAMETHASONE,OXALIPLATIN,LNCAP,0,-6.34473
DEXAMETHASONE,OXALIPLATIN,LOVO,0,-10.2988
DEXAMETHASONE,OXALIPLATIN,MDAMB436,0,-9.27989
DEXAMETHASONE,OXALIPLATIN,MSTO,0,-12.267
DEXAMETHASONE,OXALIPLATIN,NCIH1650,0,4.880724
DEXAMETHASONE,OXALIPLATIN,NCIH2122,0,-6.914
DEXAMETHASONE,OXALIPLATIN,NCIH23,0,-14.7814
DEXAMETHASONE,OXALIPLATIN,NCIH460,0,-17.0034
DEXAMETHASONE,OXALIPLATIN,NCIH520,0,-6.62564
DEXAMETHASONE,OXALIPLATIN,OCUBM,0,15.09072
DEXAMETHASONE,OXALIPLATIN,OV90,0,-16.0842
DEXAMETHASONE,OXALIPLATIN,OVCAR3,0,10.62596
DEXAMETHASONE,OXALIPLATIN,PA1,0,-9.92366
DEXAMETHASONE,OXALIPLATIN,RKO,0,-3.92936
DEXAMETHASONE,OXALIPLATIN,RPMI7951,0,-31.618
DEXAMETHASONE,OXALIPLATIN,SKMEL30,0,-0.57593
DEXAMETHASONE,OXALIPLATIN,SKMES1,0,-1.48307
DEXAMETHASONE,OXALIPLATIN,SKOV3,0,2.719376
DEXAMETHASONE,OXALIPLATIN,SW620,0,-2.18133
DEXAMETHASONE,OXALIPLATIN,SW837,0,-4.22516
DEXAMETHASONE,OXALIPLATIN,T47D,0,-20.4047
DEXAMETHASONE,OXALIPLATIN,UACC62,0,-9.0681
DEXAMETHASONE,OXALIPLATIN,UWB1289,0,-2.82077
DEXAMETHASONE,OXALIPLATIN,UWB1289BRCA1,0,-4.95571
DEXAMETHASONE,OXALIPLATIN,VCAP,0,-9.12524
DEXAMETHASONE,OXALIPLATIN,ZR751,0,2.850572
DEXAMETHASONE,PACLITAXEL,A2058,0,-5.78463
DEXAMETHASONE,PACLITAXEL,A2780,0,-7.59004
DEXAMETHASONE,PACLITAXEL,A375,1,32.79704
DEXAMETHASONE,PACLITAXEL,A427,0,0.450065
DEXAMETHASONE,PACLITAXEL,CAOV3,0,25.36115
DEXAMETHASONE,PACLITAXEL,COLO320DM,0,21.79649
DEXAMETHASONE,PACLITAXEL,DLD1,0,15.66233
DEXAMETHASONE,PACLITAXEL,EFM192B,0,-30.8388
DEXAMETHASONE,PACLITAXEL,ES2,0,9.629045
DEXAMETHASONE,PACLITAXEL,HCT116,0,-6.51528
DEXAMETHASONE,PACLITAXEL,HT144,0,7.683622
DEXAMETHASONE,PACLITAXEL,HT29,0,2.453124
DEXAMETHASONE,PACLITAXEL,KPL1,0,16.64163
DEXAMETHASONE,PACLITAXEL,LNCAP,3,-12.6276
DEXAMETHASONE,PACLITAXEL,LOVO,0,15.36257
DEXAMETHASONE,PACLITAXEL,MDAMB436,0,5.064606
DEXAMETHASONE,PACLITAXEL,MSTO,0,-1.66695
DEXAMETHASONE,PACLITAXEL,NCIH1650,0,14.18251
DEXAMETHASONE,PACLITAXEL,NCIH2122,0,-4.15408
DEXAMETHASONE,PACLITAXEL,NCIH23,0,-3.55674
DEXAMETHASONE,PACLITAXEL,NCIH460,0,21.89467
DEXAMETHASONE,PACLITAXEL,NCIH520,0,7.708633
DEXAMETHASONE,PACLITAXEL,OCUBM,0,-8.81421
DEXAMETHASONE,PACLITAXEL,OV90,0,-3.45168
DEXAMETHASONE,PACLITAXEL,OVCAR3,0,9.504565
DEXAMETHASONE,PACLITAXEL,PA1,0,8.885758
DEXAMETHASONE,PACLITAXEL,RKO,0,-0.27321
DEXAMETHASONE,PACLITAXEL,RPMI7951,0,-15.7977
DEXAMETHASONE,PACLITAXEL,SKMEL30,0,17.30742
DEXAMETHASONE,PACLITAXEL,SKMES1,0,29.28127
DEXAMETHASONE,PACLITAXEL,SKOV3,1,24.35982
DEXAMETHASONE,PACLITAXEL,SW620,0,7.656404
DEXAMETHASONE,PACLITAXEL,SW837,0,-0.11564
DEXAMETHASONE,PACLITAXEL,T47D,0,-26.9973
DEXAMETHASONE,PACLITAXEL,UACC62,0,4.788536
DEXAMETHASONE,PACLITAXEL,UWB1289,0,-5.11212
